UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7529,L53814,L,301.6,313.1,1676,40.5,214,0,0,0,0,0,0
7530,L53815,L,301.6,313.1,1776,36.3,216,1,1,0,0,0,0
7531,L53816,L,301.5,313.0,1562,63.3,218,1,1,0,1,1,0
7532,L53817,L,301.6,313.1,1736,33.4,220,0,0,0,0,0,0
7533,L53818,L,301.6,313.1,1518,47.4,222,0,0,0,0,0,0
7534,L53819,L,301.6,313.1,1590,58.0,224,1,0,0,1,1,0
7535,L53820,L,301.6,313.1,1628,30.8,226,1,1,0,0,0,0
7536,H71462,H,301.6,313.1,1650,41.0,231,0,0,0,0,0,0
7537,M12255,M,301.7,313.2,1747,30.1,234,0,0,0,0,0,0
7538,H71463,H,301.7,313.2,1728,19.9,239,1,1,0,0,0,0
7539,L53821,L,301.7,313.2,1765,32.1,241,0,0,0,0,0,0
7540,L53822,L,301.7,313.2,1665,34.3,243,0,0,0,0,0,0
7541,H71464,H,301.7,313.2,1701,34.9,248,0,0,0,0,0,0
7542,L53823,L,301.7,313.3,1836,37.0,250,0,0,0,0,0,0
7543,M12256,M,301.7,313.3,1694,40.1,253,0,0,0,0,0,0
7544,H71465,H,301.7,313.3,1645,28.0,17,0,0,0,0,0,0
7545,M12257,M,301.8,313.4,1588,43.5,20,0,0,0,0,0,0
7546,L53824,L,301.7,313.3,1665,52.1,22,1,0,0,1,0,0
7547,M12258,M,301.7,313.3,1675,53.3,25,1,0,0,1,0,0
7548,L53825,L,301.7,313.3,1660,37.4,27,0,0,0,0,0,0
7549,L53826,L,301.7,313.3,1466,48.9,29,0,0,0,0,0,0
7550,L53827,L,301.7,313.2,1600,33.2,31,0,0,0,0,0,0
7551,H71466,H,301.7,313.3,1684,36.6,36,0,0,0,0,0,0
7552,M12259,M,301.7,313.2,1682,44.0,39,0,0,0,0,0,0
7553,L53828,L,301.6,313.2,1758,36.7,41,0,0,0,0,0,0
7554,L53829,L,301.6,313.2,1533,27.4,43,0,0,0,0,0,0
7555,M12260,M,301.6,313.2,1685,48.3,46,0,0,0,0,0,0
7556,H71467,H,301.6,313.2,1822,31.7,51,0,0,0,0,0,0
7557,L53830,L,301.6,313.2,1462,34.8,53,0,0,0,0,0,0
7558,L53831,L,301.7,313.2,1244,50.6,55,0,0,0,0,0,0
7559,H71468,H,301.7,313.2,1690,45.4,60,0,0,0,0,0,0
7560,H71469,H,301.6,313.2,1514,41.8,65,0,0,0,0,0,0
7561,H71470,H,301.6,313.1,1681,25.3,70,0,0,0,0,0,0
7562,L53832,L,301.6,313.1,1761,28.4,72,0,0,0,0,0,0
7563,L53833,L,301.6,313.1,1582,44.0,74,0,0,0,0,0,0
7564,L53834,L,301.6,313.1,1585,46.3,76,0,0,0,0,0,0
7565,L53835,L,301.6,313.1,1657,42.5,78,0,0,0,0,0,0
7566,H71471,H,301.6,313.2,1569,35.3,83,0,0,0,0,0,0
7567,L53836,L,301.6,313.2,1580,34.9,85,0,0,0,0,0,0
7568,M12261,M,301.7,313.2,1681,42.2,88,0,0,0,0,0,0
7569,H71472,H,301.7,313.3,1800,27.5,93,0,0,0,0,0,0
7570,H71473,H,301.7,313.2,1681,40.9,98,0,0,0,0,0,0
7571,M12262,M,301.7,313.2,1845,26.1,101,0,0,0,0,0,0
7572,H71474,H,301.7,313.2,1743,29.5,106,0,0,0,0,0,0
7573,L53837,L,301.6,313.1,1807,41.8,108,0,0,0,0,0,0
7574,L53838,L,301.6,313.1,1626,45.8,110,0,0,0,0,0,0
7575,L53839,L,301.6,313.1,1655,43.4,112,0,0,0,0,0,0
7576,H71475,H,301.6,313.1,1744,28.9,117,0,0,0,0,0,0
7577,H71476,H,301.6,313.1,1341,21.3,122,1,0,0,1,0,0
7578,L53840,L,301.6,313.1,1581,39.9,124,0,0,0,0,0,0
7579,L53841,L,301.5,313.0,1668,21.0,126,0,0,0,0,0,0
7580,L53842,L,301.6,313.1,1551,49.4,128,0,0,0,0,0,0
7581,L53843,L,301.6,313.1,1893,29.2,130,0,0,0,0,0,0
7582,H71477,H,301.6,313.1,1698,62.3,135,1,0,0,1,0,0
7583,L53844,L,301.5,313.0,1671,30.4,137,0,0,0,0,0,0
7584,M12263,M,301.6,313.1,1588,44.6,140,0,0,0,0,0,0
7585,M12264,M,301.6,313.1,1495,32.6,143,0,0,0,0,0,0
7586,L53845,L,301.6,313.1,1569,38.3,145,0,0,0,0,0,0
7587,L53846,L,301.6,313.2,1568,41.8,147,0,0,0,0,0,0
7588,H71478,H,301.6,313.2,1566,48.6,152,0,0,0,0,0,0
7589,M12265,M,301.6,313.1,1546,50.2,155,0,0,0,0,0,0
7590,L53847,L,301.6,313.1,1632,47.3,157,0,0,0,0,0,0
7591,L53848,L,301.6,313.1,1666,50.4,159,0,0,0,0,0,0
7592,H71479,H,301.5,313.0,1617,33.8,164,0,0,0,0,0,0
7593,H71480,H,301.5,313.1,1746,46.5,169,0,0,0,0,0,0
7594,H71481,H,301.5,313.1,1699,36.6,174,0,0,0,0,0,0
7595,M12266,M,301.5,313.1,1679,49.9,177,0,0,0,0,0,0
7596,H71482,H,301.6,313.1,1604,41.2,182,0,0,0,0,0,0
7597,L53849,L,301.6,313.1,1667,46.2,184,0,0,0,0,0,0
7598,M12267,M,301.5,313.0,1676,42.9,187,0,0,0,0,0,0
7599,L53850,L,301.5,313.0,1393,47.6,189,0,0,0,0,0,0
7600,M12268,M,301.5,313.0,1751,31.9,192,0,0,0,0,0,0
7601,H71483,H,301.5,313.0,1809,24.3,197,0,0,0,0,0,0
7602,H71484,H,301.5,313.0,1551,49.9,202,0,0,0,0,0,0
7603,M12269,M,301.4,312.9,1688,53.4,205,1,1,0,1,0,0
7604,M12270,M,301.4,309.6,1541,38.8,208,0,0,0,0,0,0
7605,H71485,H,301.5,313.0,1556,48.1,213,0,0,0,0,0,0
7606,H71486,H,301.5,313.0,1760,23.7,218,0,0,0,0,0,0
7607,M12271,M,301.4,312.9,1579,33.8,221,0,0,0,0,0,0
7608,L53851,L,301.5,313.0,1563,40.8,223,0,0,0,0,0,0
7609,L53852,L,301.5,313.0,1657,22.6,225,0,0,0,0,0,0
7610,H71487,H,301.6,313.1,1764,24.7,230,0,0,0,0,0,0
7611,M12272,M,301.6,313.1,1627,41.6,233,1,1,0,0,0,0
7612,M12273,M,301.6,313.1,1768,33.9,236,0,0,0,0,0,0
7613,M12274,M,301.6,313.1,1837,36.5,239,0,0,0,0,0,0
7614,L53853,L,301.7,313.2,1695,35.9,241,0,0,0,0,0,0
7615,L53854,L,301.7,313.2,1671,27.2,243,0,0,0,0,0,0
7616,H71488,H,301.7,313.2,1694,37.8,248,0,0,0,0,0,0
7617,L53855,L,301.7,313.2,1570,39.9,250,0,0,0,0,0,0
7618,M12275,M,301.7,313.2,1675,34.2,253,0,0,0,0,0,0
7619,M12276,M,301.6,313.1,1898,35.0,1,0,0,0,0,0,0
7620,H71489,H,301.6,313.1,1642,38.0,6,0,0,0,0,0,0
7621,L53856,L,301.6,313.1,1635,48.2,8,0,0,0,0,0,0
7622,M12277,M,301.5,313.1,1640,39.1,11,0,0,0,0,0,0
7623,L53857,L,301.5,313.1,1713,20.7,13,0,0,0,0,0,0
7624,L53858,L,301.5,313.0,1755,28.1,15,0,0,0,0,0,0
7625,L53859,L,301.5,313.1,1487,49.3,17,0,0,0,0,0,0
7626,L53860,L,301.5,313.1,1671,33.1,19,0,0,0,0,0,0
7627,H71490,H,301.5,313.1,1532,39.1,24,0,0,0,0,0,0
7628,H71491,H,301.5,313.1,1689,59.2,29,1,0,0,1,0,0
7629,L53861,L,301.5,313.1,1706,46.3,31,0,0,0,0,0,0
7630,H71492,H,301.6,313.2,1693,18.5,36,1,0,0,1,0,0
7631,M12278,M,301.5,313.1,1408,54.4,39,0,0,0,0,0,0
7632,M12279,M,301.6,313.2,1686,41.5,42,0,0,0,0,0,0
7633,H71493,H,301.6,313.2,1627,43.7,47,0,0,0,0,0,0
7634,M12280,M,301.6,309.9,1836,43.0,50,0,0,0,0,0,0
7635,L53862,L,301.6,313.2,1729,49.1,52,0,0,0,0,0,0
7636,L53863,L,301.6,313.2,1711,39.2,54,0,0,0,0,0,0
7637,L53864,L,301.6,313.2,1680,25.2,56,0,0,0,0,0,0
7638,H71494,H,301.7,313.2,1610,43.2,61,0,0,0,0,0,0
7639,M12281,M,301.6,313.2,1749,26.2,64,0,0,0,0,0,0
7640,L53865,L,301.6,313.2,1587,58.2,66,1,0,0,1,0,0
7641,L53866,L,301.6,313.2,1605,36.4,68,0,0,0,0,0,0
7642,H71495,H,301.6,313.2,1530,39.5,73,0,0,0,0,0,0
7643,L53867,L,301.6,313.2,1859,33.2,75,0,0,0,0,0,0
7644,M12282,M,301.6,313.2,1635,43.4,78,0,0,0,0,0,0
7645,M12283,M,301.5,313.1,1665,44.5,81,0,0,0,0,0,0
7646,L53868,L,301.5,313.1,1608,33.2,83,0,0,0,0,0,0
7647,L53869,L,301.6,313.2,1749,44.5,85,0,0,0,0,0,0
7648,L53870,L,301.6,313.2,1740,40.7,87,0,0,0,0,0,0
7649,L53871,L,301.5,313.1,1660,39.0,89,0,0,0,0,0,0
7650,M12284,M,301.4,313.1,1708,32.5,92,0,0,0,0,0,0
7651,H71496,H,301.5,313.1,1555,63.1,97,1,0,0,1,0,0
7652,L53872,L,301.4,313.0,1597,51.8,99,0,0,0,0,0,0
7653,M12285,M,301.4,313.0,1662,47.3,102,0,0,0,0,0,0
7654,L53873,L,301.4,313.0,1625,51.3,104,0,0,0,0,0,0
7655,L53874,L,301.4,313.0,1619,43.0,106,0,0,0,0,0,0
7656,M12286,M,301.5,313.1,1563,36.5,109,0,0,0,0,0,0
7657,M12287,M,301.5,313.1,1785,13.6,112,1,0,0,1,0,0
7658,M12288,M,301.5,313.1,1781,27.8,115,0,0,0,0,0,0
7659,L53875,L,301.6,313.2,1598,61.7,117,1,0,0,1,0,0
7660,M12289,M,301.6,313.2,1708,51.6,120,1,0,0,1,0,0
7661,L53876,L,301.5,313.2,1767,42.0,122,0,0,0,0,0,0
7662,H71497,H,301.5,313.1,1795,24.2,127,0,0,0,0,0,0
7663,M12290,M,301.6,313.2,1634,46.3,130,0,0,0,0,0,0
7664,H71498,H,301.5,313.1,1695,37.2,135,0,0,0,0,0,0
7665,L53877,L,301.6,313.2,1562,47.0,137,0,0,0,0,0,0
7666,L53878,L,301.6,313.2,1780,28.9,139,0,0,0,0,0,0
7667,M12291,M,301.6,313.2,1795,35.1,142,0,0,0,0,0,0
7668,L53879,L,301.6,313.2,1698,48.9,144,0,0,0,0,0,0
7669,M12292,M,301.6,313.1,1600,59.3,147,1,0,0,1,0,0
7670,M12293,M,301.6,313.2,1663,33.4,150,0,0,0,0,0,0
7671,H71499,H,301.6,313.2,1670,30.0,155,0,0,0,0,0,0
7672,L53880,L,301.6,313.2,1582,50.2,157,0,0,0,0,0,0
7673,H71500,H,301.6,313.2,1650,27.4,162,0,0,0,0,0,0
7674,L53881,L,301.6,313.2,1736,28.1,164,0,0,0,0,0,0
7675,L53882,L,301.6,313.2,1384,42.7,166,0,0,0,0,0,0
7676,M12294,M,301.5,313.1,1493,60.9,169,1,0,0,1,0,0
7677,L53883,L,301.5,313.1,1700,31.5,18,0,0,0,0,0,0
7678,H71501,H,301.5,313.2,1894,36.3,23,0,0,0,0,0,0
7679,H71502,H,301.6,313.2,1645,41.1,28,0,0,0,0,0,0
7680,H71503,H,301.6,313.2,1678,35.3,33,0,0,0,0,0,0
7681,H71504,H,301.6,313.2,1667,22.3,38,0,0,0,0,0,0
7682,M12295,M,301.6,313.1,1763,48.0,41,0,0,0,0,0,0
7683,L53884,L,301.6,313.1,1567,41.9,43,0,0,0,0,0,0
7684,H71505,H,301.5,313.1,1814,43.7,48,0,0,0,0,0,0
7685,L53885,L,301.5,313.0,1591,38.6,50,0,0,0,0,0,0
7686,H71506,H,301.5,313.0,1656,55.1,55,1,0,0,1,0,0
7687,L53886,L,301.5,309.7,1671,35.0,57,0,0,0,0,0,0
7688,M12296,M,301.5,313.0,1655,29.2,60,0,0,0,0,0,0
7689,L53887,L,301.5,313.0,1654,56.6,62,1,0,0,1,0,0
7690,L53888,L,301.4,313.0,1884,18.0,64,0,0,0,0,0,0
7691,L53889,L,301.5,313.0,1641,38.5,66,0,0,0,0,0,0
7692,L53890,L,301.5,313.0,1652,39.2,68,0,0,0,0,0,0
7693,L53891,L,301.5,313.0,1619,38.9,70,0,0,0,0,0,0
7694,L53892,L,301.5,309.5,1751,24.5,72,0,0,0,0,0,0
7695,L53893,L,301.5,313.0,1613,28.1,74,0,0,0,0,0,0
7696,M12297,M,301.5,313.0,1358,49.6,77,0,0,0,0,0,0
7697,L53894,L,301.5,313.0,1410,53.9,79,0,0,0,0,0,0
7698,H71507,H,301.5,313.0,1652,35.8,84,0,0,0,0,0,0
7699,L53895,L,301.5,313.1,1602,30.7,86,0,0,0,0,0,0
7700,M12298,M,301.6,313.1,1732,22.2,89,0,0,0,0,0,0
7701,L53896,L,301.6,313.1,1555,49.4,91,0,0,0,0,0,0
7702,M12299,M,301.5,313.0,1534,50.0,94,0,0,0,0,0,0
7703,M12300,M,301.5,313.1,1738,11.9,97,1,0,0,1,0,0
7704,M12301,M,301.5,313.1,1863,15.8,100,1,0,0,1,0,0
7705,L53897,L,301.5,313.1,1664,41.4,102,0,0,0,0,0,0
7706,M12302,M,301.5,313.0,1777,42.7,105,0,0,0,0,0,0
7707,L53898,L,301.5,312.9,1684,35.2,107,0,0,0,0,0,0
7708,L53899,L,301.4,312.9,1480,39.7,109,0,0,0,0,0,0
7709,L53900,L,301.4,312.9,1569,37.5,111,0,0,0,0,0,0
7710,M12303,M,301.4,312.9,1659,40.3,114,0,0,0,0,0,0
7711,L53901,L,301.5,313.0,1719,31.0,116,0,0,0,0,0,0
7712,M12304,M,301.4,312.9,1598,39.9,119,0,0,0,0,0,0
7713,L53902,L,301.4,312.9,1613,33.3,121,0,0,0,0,0,0
7714,L53903,L,301.4,312.9,1635,32.4,123,0,0,0,0,0,0
7715,L53904,L,301.4,312.9,1734,21.3,125,0,0,0,0,0,0
7716,L53905,L,301.4,312.9,1655,38.2,127,0,0,0,0,0,0
7717,M12305,M,301.4,312.9,1159,48.0,130,0,0,0,0,0,0
7718,H71508,H,301.4,309.4,1689,36.7,135,0,0,0,0,0,0
7719,M12306,M,301.4,312.9,1690,36.5,138,0,0,0,0,0,0
7720,L53906,L,301.3,312.9,1575,52.6,140,0,0,0,0,0,0
7721,L53907,L,301.4,312.9,1535,50.2,142,0,0,0,0,0,0
7722,H71509,H,301.4,313.0,1620,57.3,147,1,0,0,1,0,0
7723,L53908,L,301.4,312.9,1652,62.6,149,1,0,0,1,0,0
7724,L53909,L,301.4,312.9,1607,40.6,151,0,0,0,0,0,0
7725,H71510,H,301.4,312.9,1654,28.4,156,0,0,0,0,0,0
7726,L53910,L,301.4,312.9,1719,34.8,158,0,0,0,0,0,0
7727,L53911,L,301.4,312.9,1515,45.7,160,0,0,0,0,0,0
7728,L53912,L,301.4,312.9,1460,54.4,162,0,0,0,0,0,0
7729,M12307,M,301.4,312.9,1646,29.5,165,0,0,0,0,0,0
7730,L53913,L,301.4,312.9,1665,42.6,167,0,0,0,0,0,0
7731,M12308,M,301.5,313.0,1612,32.1,170,0,0,0,0,0,0
7732,L53914,L,301.4,313.0,1656,38.5,172,0,0,0,0,0,0
7733,L53915,L,301.5,313.1,1478,38.4,174,0,0,0,0,0,0
7734,L53916,L,301.5,313.1,1686,43.8,176,0,0,0,0,0,0
7735,H71511,H,301.6,313.2,1674,60.3,181,1,0,0,1,0,0
7736,L53917,L,301.5,313.1,1543,44.8,183,0,0,0,0,0,0
7737,M12309,M,301.5,313.1,1712,35.7,186,0,0,0,0,0,0
7738,L53918,L,301.5,313.1,1662,34.1,188,0,0,0,0,0,0
7739,L53919,L,301.5,313.1,2089,38.1,190,0,0,0,0,0,0
7740,L53920,L,301.4,313.0,1673,31.3,192,0,0,0,0,0,0
7741,M12310,M,301.5,313.1,1615,41.4,195,0,0,0,0,0,0
7742,L53921,L,301.5,313.1,1700,15.9,197,1,0,0,1,0,0
7743,H71512,H,301.5,313.1,1563,37.9,202,0,0,0,0,0,0
7744,H71513,H,301.5,313.1,1756,38.7,207,0,0,0,0,0,0
7745,M12311,M,301.5,313.1,1559,28.4,210,0,0,0,0,0,0
7746,M12312,M,301.5,313.1,1668,36.2,213,0,0,0,0,0,0
7747,M12313,M,301.6,313.2,1586,51.2,216,0,0,0,0,0,0
7748,M12314,M,301.6,313.2,1584,51.9,219,0,0,0,0,0,0
7749,L53922,L,301.6,313.2,1738,34.7,221,0,0,0,0,0,0
7750,H71514,H,301.6,313.2,1589,45.2,226,0,0,0,0,0,0
7751,H71515,H,301.6,313.1,1787,25.0,231,1,1,0,0,0,0
7752,L53923,L,301.6,313.1,1844,37.0,233,0,0,0,0,0,0
7753,H71516,H,301.6,313.2,1624,42.3,238,0,0,0,0,0,0
7754,H71517,H,301.6,313.2,1388,55.3,243,1,0,0,0,1,0
7755,L53924,L,301.6,313.2,1575,51.9,245,1,0,0,0,1,0
7756,H71518,H,301.6,313.2,1617,42.1,250,0,0,0,0,0,0
7757,L53925,L,301.6,313.2,1734,30.9,252,0,0,0,0,0,0
7758,L53926,L,301.6,313.2,1400,53.6,16,0,0,0,0,0,0
7759,L53927,L,301.6,313.2,1697,36.6,18,0,0,0,0,0,0
7760,M12315,M,301.6,313.2,1589,44.5,21,0,0,0,0,0,0
7761,L53928,L,301.6,313.2,1729,38.8,23,0,0,0,0,0,0
7762,H71519,H,301.6,313.1,1500,59.9,28,1,0,0,1,0,0
7763,L53929,L,301.6,313.1,1760,33.9,17,0,0,0,0,0,0
7764,L53930,L,301.6,313.2,1466,49.2,19,0,0,0,0,0,0
7765,M12316,M,301.6,313.2,1656,39.1,22,0,0,0,0,0,0
7766,L53931,L,301.7,313.2,1533,45.7,24,0,0,0,0,0,0
7767,M12317,M,301.6,313.2,1522,56.2,27,0,0,0,0,0,0
7768,L53932,L,301.6,313.2,1999,20.0,29,0,0,0,0,0,0
7769,H71520,H,301.6,313.2,1568,39.3,34,0,0,0,0,0,0
7770,M12318,M,301.6,313.1,1663,31.1,37,0,0,0,0,0,0
7771,L53933,L,301.6,313.1,1524,44.5,39,0,0,0,0,0,0
7772,L53934,L,301.6,313.1,1586,46.9,41,0,0,0,0,0,0
7773,L53935,L,301.6,313.1,1661,35.3,43,0,0,0,0,0,0
7774,H71521,H,301.6,313.1,1611,34.8,48,0,0,0,0,0,0
7775,M12319,M,301.5,313.1,1781,42.0,51,0,0,0,0,0,0
7776,L53936,L,301.6,313.1,1820,27.3,53,0,0,0,0,0,0
7777,L53937,L,301.6,313.1,1547,43.3,55,0,0,0,0,0,0
7778,H71522,H,301.6,313.2,1766,31.8,60,0,0,0,0,0,0
7779,L53938,L,301.6,313.2,1569,47.3,62,0,0,0,0,0,0
7780,M12320,M,301.6,313.2,1608,26.8,65,0,0,0,0,0,0
7781,M12321,M,301.6,313.2,1615,34.3,68,0,0,0,0,0,0
7782,L53939,L,301.7,313.3,1576,32.5,3,0,0,0,0,0,0
7783,M12322,M,301.7,313.3,1750,37.0,6,0,0,0,0,0,0
7784,L53940,L,301.7,313.3,1500,53.8,8,0,0,0,0,0,0
7785,L53941,L,301.7,313.3,1722,48.5,10,0,0,0,0,0,0
7786,H71523,H,301.7,313.3,1688,35.2,15,0,0,0,0,0,0
7787,M12323,M,301.7,313.3,1639,35.2,18,0,0,0,0,0,0
7788,H71524,H,301.7,313.3,1559,48.9,23,0,0,0,0,0,0
7789,M12324,M,301.7,313.3,1868,28.4,26,0,0,0,0,0,0
7790,L53942,L,301.8,313.4,1650,40.2,28,0,0,0,0,0,0
7791,M12325,M,301.7,313.3,1636,33.9,31,0,0,0,0,0,0
7792,M12326,M,301.7,313.3,1736,38.3,34,0,0,0,0,0,0
7793,L53943,L,301.8,313.3,1661,48.1,36,0,0,0,0,0,0
7794,L53944,L,301.8,313.3,1596,33.3,38,0,0,0,0,0,0
7795,M12327,M,301.8,313.4,1250,49.7,41,0,0,0,0,0,0
7796,M12328,M,301.9,313.5,1373,62.0,44,0,0,0,0,0,0
7797,L53945,L,301.9,313.5,1616,46.0,46,0,0,0,0,0,0
7798,H71525,H,301.9,313.5,1683,39.2,51,0,0,0,0,0,0
7799,L53946,L,302.0,313.6,1630,51.6,6,0,0,0,0,0,0
7800,L53947,L,302.0,313.6,1618,28.9,8,0,0,0,0,0,0
7801,L53948,L,301.9,313.5,1504,55.2,10,0,0,0,0,0,0
7802,H71526,H,302.0,313.6,1711,32.5,15,0,0,0,0,0,0
7803,L53949,L,302.0,309.8,1650,61.7,17,1,0,0,1,0,0
7804,L53950,L,302.0,313.5,1696,32.8,19,0,0,0,0,0,0
7805,L53951,L,301.9,313.5,1565,46.6,21,0,0,0,0,0,0
7806,M12329,M,302.0,313.6,1818,24.4,24,0,0,0,0,0,0
7807,M12330,M,301.9,313.5,1673,37.9,27,0,0,0,0,0,0
7808,L53952,L,301.9,313.5,1722,29.2,29,0,0,0,0,0,0
7809,H71527,H,301.9,313.5,1797,25.6,34,0,0,0,0,0,0
7810,L53953,L,301.9,313.5,1229,52.1,36,0,0,0,0,0,0
7811,L53954,L,302.0,313.6,1630,27.7,38,0,0,0,0,0,0
7812,M12331,M,302.0,313.6,1324,32.6,41,0,0,0,0,0,0
7813,M12332,M,302.0,313.6,1794,31.5,44,0,0,0,0,0,0
7814,L53955,L,302.1,313.7,1761,51.4,46,1,0,0,1,0,0
7815,M12333,M,302.1,313.7,1137,50.2,49,0,0,0,0,0,0
7816,L53956,L,302.1,313.7,1731,52.7,51,1,0,0,1,0,0
7817,M12334,M,302.1,313.7,1658,32.1,54,0,0,0,0,0,0
7818,M12335,M,302.2,313.8,1582,53.5,57,0,0,0,0,0,0
7819,H71528,H,302.3,313.9,1844,32.1,62,0,0,0,0,0,0
7820,L53957,L,302.3,313.9,1652,32.5,64,0,0,0,0,0,0
7821,M12336,M,302.3,313.9,1662,33.0,67,0,0,0,0,0,0
7822,M12337,M,302.3,313.9,1627,33.4,70,0,0,0,0,0,0
7823,L53958,L,302.3,313.9,1658,39.1,72,0,0,0,0,0,0
7824,L53959,L,302.3,313.9,1722,31.6,74,0,0,0,0,0,0
7825,H71529,H,302.2,313.9,1576,42.3,9,0,0,0,0,0,0
7826,L53960,L,302.2,313.9,1916,13.9,11,1,0,0,1,0,0
7827,M12338,M,302.3,313.9,1571,42.3,14,0,0,0,0,0,0
7828,L53961,L,302.2,313.9,1752,29.1,16,0,0,0,0,0,0
7829,H71530,H,302.3,313.9,1687,33.3,21,0,0,0,0,0,0
7830,L53962,L,302.3,313.9,1795,33.5,4,0,0,0,0,0,0
7831,H71531,H,302.3,313.9,1529,49.4,9,0,0,0,0,0,0
7832,M12339,M,302.3,313.9,1675,45.0,12,0,0,0,0,0,0
7833,L53963,L,302.3,313.9,1877,38.3,14,0,0,0,0,0,0
7834,M12340,M,302.3,313.9,1557,32.8,17,0,0,0,0,0,0
7835,M12341,M,302.4,313.9,1528,47.8,20,0,0,0,0,0,0
7836,L53964,L,302.4,313.9,1744,57.9,22,1,0,0,1,0,0
7837,L53965,L,302.3,313.9,1639,39.7,24,0,0,0,0,0,0
7838,M12342,M,302.3,313.9,1743,24.0,27,0,0,0,0,0,0
7839,M12343,M,302.2,313.8,1657,33.0,30,0,0,0,0,0,0
7840,L53966,L,302.3,313.8,1770,45.6,32,0,0,0,0,0,0
7841,H71532,H,302.3,313.9,1528,35.6,37,0,0,0,0,0,0
7842,L53967,L,302.3,313.9,1806,31.4,39,0,0,0,0,0,0
7843,L53968,L,302.3,313.9,1564,31.0,41,0,0,0,0,0,0
7844,M12344,M,302.4,313.9,1504,40.9,44,0,0,0,0,0,0
7845,L53969,L,302.3,313.9,1632,24.7,46,0,0,0,0,0,0
7846,L53970,L,302.3,313.9,1640,39.7,48,0,0,0,0,0,0
7847,M12345,M,302.3,313.8,1581,40.9,51,0,0,0,0,0,0
7848,L53971,L,302.3,313.8,1604,35.5,53,0,0,0,0,0,0
7849,L53972,L,302.3,313.9,1621,29.6,55,0,0,0,0,0,0
7850,M12346,M,302.3,313.9,1515,50.2,58,0,0,0,0,0,0
7851,M12347,M,302.4,313.9,1635,26.7,61,0,0,0,0,0,0
7852,H71533,H,302.4,313.9,1662,41.7,66,0,0,0,0,0,0
7853,M12348,M,302.3,313.9,1555,47.3,69,0,0,0,0,0,0
7854,L53973,L,302.3,313.8,1402,41.6,71,0,0,0,0,0,0
7855,L53974,L,302.4,313.9,1583,52.3,73,0,0,0,0,0,0
7856,M12349,M,302.4,313.9,1776,28.6,76,0,0,0,0,0,0
7857,L53975,L,302.3,313.8,1666,32.1,78,0,0,0,0,0,0
7858,L53976,L,302.3,313.8,1561,35.4,80,0,0,0,0,0,0
7859,H71534,H,302.3,313.8,1546,72.9,85,1,0,0,1,0,0
7860,M12350,M,302.3,313.8,1500,45.1,88,0,0,0,0,0,0
7861,M12351,M,302.3,313.8,1585,47.0,91,0,0,0,0,0,0
7862,L53977,L,302.2,313.7,1614,46.5,93,0,0,0,0,0,0
7863,L53978,L,302.3,313.7,1743,40.8,95,0,0,0,0,0,0
7864,L53979,L,302.3,313.8,1647,50.5,97,0,0,0,0,0,0
7865,M12352,M,302.3,313.7,1769,21.3,100,0,0,0,0,0,0
7866,L53980,L,302.4,313.8,1719,42.8,102,0,0,0,0,0,0
7867,L53981,L,302.4,313.8,1524,44.3,104,0,0,0,0,0,0
7868,L53982,L,302.4,313.8,1739,50.2,106,1,0,0,1,0,0
7869,M12353,M,302.4,313.9,1434,28.4,109,0,0,0,0,0,0
7870,M12354,M,302.4,313.9,1835,29.2,112,0,0,0,0,0,0
7871,L53983,L,302.4,313.9,1627,29.8,114,0,0,0,0,0,0
7872,L53984,L,302.4,313.9,1657,45.2,116,0,0,0,0,0,0
7873,L53985,L,302.4,313.9,1752,45.4,118,0,0,0,0,0,0
7874,L53986,L,302.4,313.9,1750,30.5,120,0,0,0,0,0,0
7875,M12355,M,302.4,313.9,1584,59.1,123,1,0,0,1,0,0
7876,L53987,L,302.4,313.9,1713,42.9,125,0,0,0,0,0,0
7877,M12356,M,302.3,313.9,1510,41.2,8,0,0,0,0,0,0
7878,M12357,M,302.3,313.9,1541,37.9,11,0,0,0,0,0,0
7879,H71535,H,302.4,313.9,1626,49.3,16,0,0,0,0,0,0
7880,H71536,H,302.4,313.9,1612,43.9,21,0,0,0,0,0,0
7881,L53988,L,302.3,313.9,1524,58.9,23,1,0,0,1,0,0
7882,L53989,L,302.3,313.9,1825,27.9,25,0,0,0,0,0,0
7883,L53990,L,302.3,313.8,1834,24.5,27,0,0,0,0,0,0
7884,M12358,M,302.3,313.8,1606,32.6,30,0,0,0,0,0,0
7885,L53991,L,302.3,313.8,1661,45.5,32,0,0,0,0,0,0
7886,L53992,L,302.3,313.8,1531,35.7,34,0,0,0,0,0,0
7887,L53993,L,302.3,313.8,1441,52.7,36,0,0,0,0,0,0
7888,L53994,L,302.3,313.8,1590,36.1,38,0,0,0,0,0,0
7889,M12359,M,302.3,310.6,1589,50.8,41,0,0,0,0,0,0
7890,M12360,M,302.3,313.9,2054,31.7,44,0,0,0,0,0,0
7891,M12361,M,302.4,313.9,1629,51.8,47,0,0,0,0,0,0
7892,H71537,H,302.4,313.9,1577,53.7,17,0,0,0,0,0,0
7893,L53995,L,302.4,314.0,1780,34.4,19,0,0,0,0,0,0
7894,L53996,L,302.5,311.0,1674,44.9,21,0,0,0,0,0,0
